link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,geometry,macro_node_id,macro_link_id,mvmt_txt_id,allowed_uses
118,11901,2903,1,665.09,2,1200,40,tertiary,5,"LINESTRING (80.2246806 12.9864729, 80.2253865 12.9863085, 80.2255401 12.9862741, 80.2262871 12.9861819, 80.2271049 12.9860738, 80.2272385 12.9860491, 80.2275079 12.9860075, 80.2276431 12.9859738, 80.2277391 12.9859544, 80.2281336 12.9858370, 80.2286706 12.9857426, 80.2288558 12.9857250, 80.2290774 12.9857101, 80.2296379 12.9856880, 80.2296882 12.9856861, 80.2298383 12.9856650, 80.2298963 12.9856560, 80.2303858 12.9856119, 80.2305327 12.9855830, 80.2306459 12.9855583, 80.2307227 12.9855349)",,129,,auto
119,12000,12100,1,44.12,3,2200,100,trunk,2,"LINESTRING (80.2279514 13.0098161, 80.2279542 13.0097991, 80.2279098 13.0096756, 80.2278295 13.0095830, 80.2277035 13.0095452)",,130,,auto
120,10500,0,1,116.43,3,1800,80,primary,3,"LINESTRING (80.2283404 13.0091480, 80.2282579 13.0092076, 80.2282034 13.0092459, 80.2280524 13.0093628, 80.2280431 13.0093846, 80.2280415 13.0094031, 80.2280442 13.0094192, 80.2280522 13.0094314, 80.2280636 13.0094400, 80.2280797 13.0094424, 80.2280983 13.0094402, 80.2281129 13.0094334, 80.2281247 13.0094257, 80.2281376 13.0094115, 80.2281738 13.0093669, 80.2282048 13.0093384, 80.2282539 13.0093011, 80.2283305 13.0092598, 80.2283806 13.0092423, 80.2284269 13.0092298, 80.2286101 13.0091941)",,131,,auto
121,12200,2702,1,5.14,2,1600,60,secondary,4,"LINESTRING (80.2402095 13.0068140, 80.2402109 13.0068605)",,132,,auto
122,2703,12300,1,282.13,2,1600,60,secondary,4,"LINESTRING (80.2402292 13.0070401, 80.2403820 13.0080540, 80.2404338 13.0095795)",,133,,auto
123,15502,12400,1,726.1,3,1800,80,primary,3,"LINESTRING (80.2512940 12.9879643, 80.2506852 12.9904897, 80.2503318 12.9919255, 80.2497047 12.9943424)",,134,,auto
124,12400,6601,1,1188.98,3,1800,80,primary,3,"LINESTRING (80.2497047 12.9943424, 80.2495697 12.9948645, 80.2484661 12.9991322, 80.2477102 13.0023162, 80.2475134 13.0033150, 80.2473740 13.0041641, 80.2473019 13.0048241)",,135,,auto
125,6601,8901,1,260.33,3,1800,80,primary,3,"LINESTRING (80.2473019 13.0048241, 80.2472401 13.0051804, 80.2471945 13.0054430, 80.2471476 13.0057648, 80.2470526 13.0060559, 80.2468936 13.0062816, 80.2466392 13.0064597, 80.2461491 13.0066442)",,136,,auto
126,15503,10302,1,57.83,3,1800,80,primary,3,"LINESTRING (80.2514747 12.9877084, 80.2516252 12.9872067)",,138,,auto
127,15403,7601,1,14.36,3,1800,80,primary,3,"LINESTRING (80.2475933 13.0067732, 80.2476214 13.0067745, 80.2477244 13.0067589)",,139,,auto
128,15504,8101,1,28.26,3,1800,80,primary,3,"LINESTRING (80.2515461 12.9879386, 80.2516363 12.9879526, 80.2518021 12.9879860)",,140,,auto
129,8602,12500,1,323.78,2,1200,40,tertiary,5,"LINESTRING (80.2484660 13.0068506, 80.2485007 13.0069367, 80.2486189 13.0078927, 80.2486995 13.0085429, 80.2487700 13.0091272, 80.2488576 13.0097502)",,141,,auto
130,12501,8603,1,321.25,2,1200,40,tertiary,5,"LINESTRING (80.2487617 13.0097632, 80.2486740 13.0091392, 80.2486033 13.0085543, 80.2485227 13.0079041, 80.2484061 13.0069603, 80.2483759 13.0068855)",,142,,auto
131,10500,12600,1,36.18,3,1800,80,primary,3,"LINESTRING (80.2283404 13.0091480, 80.2282417 13.0091714, 80.2280227 13.0092468)",,143,,auto
132,12201,10401,1,361.08,3,1800,50,primary,3,"LINESTRING (80.2400809 13.0067668, 80.2399135 13.0068000, 80.2396681 13.0068425, 80.2392464 13.0069289, 80.2383874 13.0070948, 80.2375811 13.0072701, 80.2372744 13.0073272, 80.2370529 13.0073826, 80.2368217 13.0074332)",,144,,auto
133,12701,12800,1,55.33,2,1800,50,primary,3,"LINESTRING (80.2336326 12.9815281, 80.2339487 12.9813778, 80.2340981 12.9813248)",,145,,auto
134,12801,12900,1,176.09,2,1800,50,primary,3,"LINESTRING (80.2343100 12.9812632, 80.2344878 12.9812225, 80.2346729 12.9812069, 80.2348352 12.9812082, 80.2348861 12.9812095, 80.2359279 12.9812336)",,146,,auto
135,7100,13000,1,135.47,3,1800,50,primary,3,"LINESTRING (80.2425938 13.0065953, 80.2418688 13.0065893, 80.2413448 13.0065755)",,147,,auto
136,13100,3404,1,70.12,2,1200,40,tertiary,5,"LINESTRING (80.2219167 12.9841477, 80.2221106 12.9840807, 80.2221852 12.9840785, 80.2225469 12.9840215)",,148,,auto
137,3405,13101,1,68.21,2,1200,40,tertiary,5,"LINESTRING (80.2225623 12.9841152, 80.2221944 12.9841733, 80.2221286 12.9841751, 80.2219490 12.9842373)",,149,,auto
138,13200,13102,1,40.77,2,1200,40,tertiary,5,"LINESTRING (80.2213358 12.9842174, 80.2214690 12.9842049, 80.2215322 12.9842041, 80.2217057 12.9842022, 80.2217110 12.9842012)",,150,,auto
139,13103,13201,1,41.64,2,1200,40,tertiary,5,"LINESTRING (80.2217283 12.9842947, 80.2217149 12.9842970, 80.2215328 12.9842991, 80.2214742 12.9842997, 80.2213451 12.9843119)",,151,,auto
140,11902,3504,1,159.46,1,1200,40,tertiary,5,"LINESTRING (80.2245222 12.9865948, 80.2241215 12.9867088, 80.2239521 12.9867696, 80.2236495 12.9868949, 80.2231370 12.9870746)",,152,,auto
141,3505,11903,1,159.89,1,1200,40,tertiary,5,"LINESTRING (80.2231153 12.9870150, 80.2236261 12.9868359, 80.2239285 12.9867106, 80.2241013 12.9866486, 80.2245043 12.9865340)",,153,,auto
142,9600,10202,1,37.19,2,1800,50,primary,3,"LINESTRING (80.2401064 12.9812829, 80.2398189 12.9812645, 80.2397641 12.9812640)",,154,,auto
143,10203,5401,1,389.74,2,1800,50,primary,3,"LINESTRING (80.2395429 12.9812611, 80.2394411 12.9812594, 80.2379385 12.9812356, 80.2366333 12.9811836, 80.2359505 12.9811703)",,155,,auto
144,12900,10104,1,392.38,2,1800,50,primary,3,"LINESTRING (80.2359279 12.9812336, 80.2379188 12.9813011, 80.2388959 12.9813191, 80.2395443 12.9813386)",,156,,auto
145,10105,5601,1,177.28,2,1800,50,primary,3,"LINESTRING (80.2397655 12.9813434, 80.2399117 12.9813454, 80.2401132 12.9813454, 80.2414000 12.9813659)",,157,,auto
146,13301,13400,1,327.32,2,1800,50,primary,3,"LINESTRING (80.2336557 12.9814360, 80.2334379 12.9815365, 80.2332198 12.9816371, 80.2331333 12.9816852, 80.2330097 12.9817516, 80.2328941 12.9818174, 80.2325926 12.9819018, 80.2322477 12.9819741, 80.2319384 12.9819949, 80.2316662 12.9819936, 80.2314569 12.9819648, 80.2313054 12.9819295, 80.2309688 12.9818093, 80.2308018 12.9817231)",,158,,auto
147,13401,13500,1,27.73,2,1800,50,primary,3,"LINESTRING (80.2306094 12.9816162, 80.2303922 12.9814837)",,159,,auto
148,13600,12701,1,153.06,2,1800,50,primary,3,"LINESTRING (80.2323214 12.9820165, 80.2326129 12.9819658, 80.2329039 12.9818727, 80.2330328 12.9818133, 80.2331213 12.9817649, 80.2334681 12.9816033, 80.2336326 12.9815281)",,160,,auto
149,13702,13601,1,155.24,2,1800,50,primary,3,"LINESTRING (80.2307199 12.9817703, 80.2309325 12.9818675, 80.2313027 12.9819883, 80.2314891 12.9820354, 80.2316608 12.9820537, 80.2319572 12.9820524, 80.2321020 12.9820428)",,161,,auto
150,13701,13402,1,2.9,3,1800,80,primary,3,"LINESTRING (80.2306088 12.9817059, 80.2306224 12.9816834)",,162,,auto
151,13403,13702,1,6.42,3,1800,80,primary,3,"LINESTRING (80.2307500 12.9817203, 80.2307444 12.9817297, 80.2307384 12.9817396, 80.2307199 12.9817703)",,163,,auto
152,903,9802,1,213.17,2,1200,35,tertiary,5,"LINESTRING (80.2431925 12.9862104, 80.2414911 12.9862082, 80.2413308 12.9862157, 80.2412272 12.9862197)",,164,,auto
153,9803,9001,1,213.79,2,1200,35,tertiary,5,"LINESTRING (80.2412207 12.9862606, 80.2413058 12.9862905, 80.2415513 12.9863012, 80.2417671 12.9863001, 80.2420404 12.9863030, 80.2423092 12.9863046, 80.2427729 12.9862980, 80.2431865 12.9863009)",,165,,auto
154,904,9002,1,6.11,2,1200,40,tertiary,5,"LINESTRING (80.2433503 12.9862317, 80.2433466 12.9862868)",,166,,auto
155,9003,905,1,6.11,2,1200,40,tertiary,5,"LINESTRING (80.2432500 12.9862805, 80.2432537 12.9862254)",,167,,auto
156,13602,2802,1,237.58,2,1200,40,tertiary,5,"LINESTRING (80.2321985 12.9821531, 80.2321821 12.9821807, 80.2320783 12.9823558, 80.2318455 12.9827618, 80.2316828 12.9830454, 80.2314261 12.9834928, 80.2314175 12.9835101, 80.2313855 12.9835748, 80.2309224 12.9838242)",,168,,auto
157,2803,13603,1,231.69,2,1200,40,tertiary,5,"LINESTRING (80.2308758 12.9837410, 80.2313119 12.9835062, 80.2313304 12.9834687, 80.2313403 12.9834488, 80.2315984 12.9829988, 80.2317611 12.9827152, 80.2319943 12.9823086, 80.2320985 12.9821329, 80.2321149 12.9821052)",,169,,auto
158,13800,13900,1,293.88,2,1200,40,tertiary,5,"LINESTRING (80.2495651 12.9980547, 80.2497819 12.9971292, 80.2498474 12.9968492, 80.2499263 12.9965123, 80.2501717 12.9954646)",,170,,auto
159,13901,13801,1,293.88,2,1200,40,tertiary,5,"LINESTRING (80.2502661 12.9954859, 80.2500207 12.9965335, 80.2499418 12.9968705, 80.2498763 12.9971504, 80.2496595 12.9980760)",,171,,auto
160,5501,12802,1,3.84,1,1800,50,primary,3,"LINESTRING (80.2342411 12.9812396, 80.2342366 12.9812740)",,172,,auto
161,12803,5502,1,3.84,1,1800,50,primary,3,"LINESTRING (80.2341726 12.9812659, 80.2341771 12.9812315)",,173,,auto
162,5503,13301,1,52.96,2,1800,50,primary,3,"LINESTRING (80.2341078 12.9812555, 80.2339192 12.9813245, 80.2336557 12.9814360)",,174,,auto
163,1302,13202,1,44.73,2,1200,40,tertiary,5,"LINESTRING (80.2207065 12.9843148, 80.2210156 12.9842631, 80.2211131 12.9842467)",,175,,auto
164,13203,1303,1,44.74,2,1200,40,tertiary,5,"LINESTRING (80.2211294 12.9843403, 80.2210320 12.9843567, 80.2207228 12.9844084)",,176,,auto
165,14000,1202,1,48.81,1,1200,40,tertiary,5,"LINESTRING (80.2180612 12.9842227, 80.2185090 12.9842669)",,177,,auto
166,1203,14001,1,48.81,1,1200,40,tertiary,5,"LINESTRING (80.2185026 12.9843298, 80.2180548 12.9842856)",,178,,auto
167,9200,14100,1,105.6,3,1800,80,primary,3,"LINESTRING (80.2533318 12.9879630, 80.2533383 12.9879624, 80.2533441 12.9879619, 80.2533560 12.9879608, 80.2543016 12.9878775)",,179,,auto
168,14201,4802,1,272.66,2,1800,80,primary,3,"LINESTRING (80.2220261 13.0089801, 80.2219811 13.0088776, 80.2210299 13.0070871, 80.2208689 13.0067915)",,180,,auto
169,4803,14300,1,613.89,2,1800,80,primary,3,"LINESTRING (80.2207922 13.0065900, 80.2204815 13.0052516, 80.2199961 13.0031612, 80.2196346 13.0024767, 80.2188017 13.0017290, 80.2186960 13.0016117)",,181,,auto
170,14301,14400,1,313.03,2,1800,80,primary,3,"LINESTRING (80.2185616 13.0014399, 80.2178127 13.0003330, 80.2177932 13.0002991, 80.2170593 12.9990249)",,182,,auto
171,14500,0,1,74.18,3,1800,80,primary,3,"LINESTRING (80.2281309 13.0096384, 80.2281839 13.0095412, 80.2283554 13.0093125, 80.2285054 13.0092361, 80.2286101 13.0091941)",,183,,auto
172,12400,4302,1,3.0,3,1800,80,primary,3,"LINESTRING (80.2497047 12.9943424, 80.2497313 12.9943499)",,184,,auto
173,4303,9401,1,6.98,3,1800,80,primary,3,"LINESTRING (80.2498699 12.9943789, 80.2499204 12.9943398)",,185,,auto
174,11702,14201,1,2.41,3,1800,80,primary,3,"LINESTRING (80.2220077 13.0089923, 80.2220261 13.0089801)",,186,,auto
175,14202,11703,1,2.9,3,1800,80,primary,3,"LINESTRING (80.2220985 13.0090849, 80.2220764 13.0090996)",,187,,auto
176,9102,802,1,6.34,2,1200,40,tertiary,5,"LINESTRING (80.2498410 12.9862699, 80.2498394 12.9862126)",,188,,auto
177,803,9103,1,6.34,2,1200,40,tertiary,5,"LINESTRING (80.2499362 12.9862100, 80.2499378 12.9862673)",,189,,auto
178,11602,14302,1,4.69,3,1800,80,primary,3,"LINESTRING (80.2185352 13.0015134, 80.2185705 13.0014890)",,190,,auto
179,14303,11603,1,4.69,3,1800,80,primary,3,"LINESTRING (80.2186449 13.0015925, 80.2186096 13.0016169)",,191,,auto
180,301,14600,1,3.02,2,1800,50,primary,3,"LINESTRING (80.2183289 12.9873155, 80.2183226 12.9872889)",,192,,auto
181,14600,14002,1,328.07,2,1800,50,primary,3,"LINESTRING (80.2183226 12.9872889, 80.2181218 12.9864600, 80.2180193 12.9858468, 80.2179885 12.9855974, 80.2179777 12.9850002, 80.2179836 12.9843554)",,193,,auto
182,14003,14700,1,329.74,2,1800,50,primary,3,"LINESTRING (80.2179836 12.9841384, 80.2179671 12.9823713, 80.2180340 12.9816993, 80.2180691 12.9814752, 80.2181499 12.9811728)",,194,,auto
183,7000,2503,1,9.09,3,1800,80,primary,3,"LINESTRING (80.2429198 13.0065948, 80.2428390 13.0066167)",,195,,auto
184,8800,4201,1,35.44,3,1800,80,primary,3,"LINESTRING (80.2476628 13.0066598, 80.2475899 13.0066040, 80.2475028 13.0065126, 80.2474526 13.0064202)",,196,,auto
185,6100,8001,1,31.23,2,1600,60,secondary,4,"LINESTRING (80.2527526 12.9818172, 80.2527615 12.9815349)",,197,,auto
186,10901,3603,1,47.21,2,1600,60,secondary,4,"LINESTRING (80.2197270 12.9914241, 80.2197581 12.9913826, 80.2199813 12.9910777)",,198,,auto
187,10902,203,1,4.92,3,1800,80,primary,3,"LINESTRING (80.2196467 12.9915008, 80.2196103 12.9914742)",,199,,auto
188,502,12202,1,6.65,2,1600,60,secondary,4,"LINESTRING (80.2402829 13.0068516, 80.2402486 13.0068017)",,200,,auto
189,503,2602,1,271.5,3,1800,80,primary,3,"LINESTRING (80.2404508 13.0068874, 80.2406323 13.0068528, 80.2409671 13.0067986, 80.2413433 13.0067707, 80.2415753 13.0067520, 80.2420037 13.0067332, 80.2427136 13.0067141, 80.2429440 13.0067136)",,201,,auto
190,9902,10002,1,353.23,2,1200,40,tertiary,5,"LINESTRING (80.2405219 12.9853570, 80.2404875 12.9853196, 80.2402207 12.9849573, 80.2401733 12.9848141, 80.2402051 12.9846067, 80.2401296 12.9842894, 80.2399781 12.9838004, 80.2398306 12.9833183, 80.2397303 12.9829529, 80.2396033 12.9825262, 80.2395631 12.9823572)",,202,,auto
191,10003,9903,1,347.97,2,1200,40,tertiary,5,"LINESTRING (80.2396572 12.9823348, 80.2396969 12.9825022, 80.2398235 12.9829273, 80.2399238 12.9832923, 80.2400707 12.9837730, 80.2402232 12.9842648, 80.2403035 12.9846029, 80.2402725 12.9848061, 80.2403081 12.9849139, 80.2405629 12.9852598, 80.2405938 12.9852935)",,203,,auto
192,2602,6802,1,470.7,3,1800,30,primary,3,"LINESTRING (80.2429440 13.0067136, 80.2441123 13.0067335, 80.2454226 13.0067495, 80.2472843 13.0067745)",,204,,auto
193,6802,15404,1,5.53,3,1800,30,primary,3,"LINESTRING (80.2472843 13.0067745, 80.2473353 13.0067723)",,205,,auto
194,14800,804,1,114.29,2,1200,40,tertiary,5,"LINESTRING (80.2499712 12.9850552, 80.2499505 12.9852973, 80.2499622 12.9853429, 80.2499668 12.9853608, 80.2499598 12.9854201, 80.2499179 12.9857736, 80.2499311 12.9860828)",,206,,auto
195,805,14801,1,115.6,2,1200,40,tertiary,5,"LINESTRING (80.2498343 12.9860868, 80.2498209 12.9857700, 80.2498634 12.9854111, 80.2498686 12.9853672, 80.2498652 12.9853538, 80.2498527 12.9853051, 80.2498747 12.9850472)",,207,,auto
196,10600,5200,1,39.64,2,1600,60,secondary,4,"LINESTRING (80.2194578 12.9913398, 80.2194764 12.9915317, 80.2194307 12.9916912)",,208,,auto
197,14900,10701,1,409.05,2,1800,80,primary,3,"LINESTRING (80.2173350 12.9947408, 80.2195047 12.9917150)",,209,,auto
198,15103,6001,1,406.02,3,1800,80,primary,3,"LINESTRING (80.2518297 12.9863302, 80.2522404 12.9847385, 80.2526117 12.9832590, 80.2526657 12.9827557)",,210,,auto
199,6001,15000,1,69.94,3,1800,80,primary,3,"LINESTRING (80.2526657 12.9827557, 80.2526889 12.9821237)",,211,,auto
200,11401,5200,1,3.29,2,1800,30,primary,3,"LINESTRING (80.2194477 12.9916666, 80.2194307 12.9916912)",,212,,auto
201,10600,11102,1,11.36,2,1800,50,primary,3,"LINESTRING (80.2194578 12.9913398, 80.2194944 12.9914361)",,213,,auto
202,11103,10801,1,6.92,2,1800,50,primary,3,"LINESTRING (80.2195472 12.9915493, 80.2195970 12.9915885)",,214,,auto
203,10302,15104,1,71.44,3,1800,80,primary,3,"LINESTRING (80.2516252 12.9872067, 80.2517697 12.9865764)",,215,,auto
204,7500,8402,1,18.13,3,1800,80,primary,3,"LINESTRING (80.2518536 12.9878712, 80.2516897 12.9878389)",,216,,auto
205,15105,15505,1,141.14,3,1800,80,primary,3,"LINESTRING (80.2516860 12.9864839, 80.2516402 12.9866501, 80.2513563 12.9877186)",,217,,auto
206,13000,12203,1,110.89,3,1800,50,primary,3,"LINESTRING (80.2413448 13.0065755, 80.2409337 13.0066047, 80.2405943 13.0066668, 80.2403341 13.0067172)",,219,,auto
207,100,3900,1,208.55,2,1800,80,primary,3,"LINESTRING (80.2374700 13.0074525, 80.2382791 13.0072570, 80.2393280 13.0069663)",,220,,auto
208,201,200,1,11.08,1,1600,60,secondary,4,"LINESTRING (80.2196072 12.9914494, 80.2195594 12.9913608)",2,,NBL,auto
209,201,202,1,4.0,1,1600,60,secondary,4,"LINESTRING (80.2196072 12.9914494, 80.2195838 12.9914774)",2,,NBT,auto
210,203,200,1,13.7,2,1800,80,primary,3,"LINESTRING (80.2196103 12.9914742, 80.2195594 12.9913608)",2,,WBT,auto
211,203,202,1,2.9,1,1800,80,primary,3,"LINESTRING (80.2196103 12.9914742, 80.2195838 12.9914774)",2,,WBR,auto
212,300,301,1,24.0,2,1800,50,primary,3,"LINESTRING (80.2183762 12.9875275, 80.2183289 12.9873155)",3,,SBT,auto
213,500,502,1,19.51,1,1600,60,secondary,4,"LINESTRING (80.2403398 13.0070190, 80.2402829 13.0068516)",5,,SBT,auto
214,500,503,1,18.89,1,1600,60,secondary,4,"LINESTRING (80.2403398 13.0070190, 80.2404508 13.0068874)",5,,SBL,auto
215,501,502,1,7.45,1,1800,80,primary,3,"LINESTRING (80.2403060 13.0069151, 80.2402829 13.0068516)",5,,EBR,auto
216,501,503,1,16.0,2,1800,80,primary,3,"LINESTRING (80.2403060 13.0069151, 80.2404508 13.0068874)",5,,EBT,auto
217,800,801,1,24.0,1,1200,35,tertiary,5,"LINESTRING (80.2499979 12.9861931, 80.2497766 12.9861933)",8,,WBT,auto
218,800,803,1,6.95,1,1200,35,tertiary,5,"LINESTRING (80.2499979 12.9861931, 80.2499362 12.9862100)",8,,WBR,auto
219,800,805,1,21.28,1,1200,35,tertiary,5,"LINESTRING (80.2499979 12.9861931, 80.2498343 12.9860868)",8,,WBL,auto
220,802,801,1,7.13,1,1200,40,tertiary,5,"LINESTRING (80.2498394 12.9862126, 80.2497766 12.9861933)",8,,SBR,auto
221,802,805,1,13.93,1,1200,40,tertiary,5,"LINESTRING (80.2498394 12.9862126, 80.2498343 12.9860868)",8,,SBT,auto
222,804,801,1,20.73,1,1200,40,tertiary,5,"LINESTRING (80.2499311 12.9860828, 80.2497766 12.9861933)",8,,NBL,auto
223,804,803,1,14.08,1,1200,40,tertiary,5,"LINESTRING (80.2499311 12.9860828, 80.2499362 12.9862100)",8,,NBT,auto
224,900,902,1,20.89,1,1200,35,tertiary,5,"LINESTRING (80.2434138 12.9862107, 80.2432569 12.9861011)",9,,WBL,auto
225,900,903,1,24.0,1,1200,35,tertiary,5,"LINESTRING (80.2434138 12.9862107, 80.2431925 12.9862104)",9,,WBT,auto
226,900,904,1,7.27,1,1200,35,tertiary,5,"LINESTRING (80.2434138 12.9862107, 80.2433503 12.9862317)",9,,WBR,auto
227,901,903,1,21.13,1,1200,40,tertiary,5,"LINESTRING (80.2433537 12.9861029, 80.2431925 12.9862104)",9,,NBL,auto
228,901,904,1,14.24,1,1200,40,tertiary,5,"LINESTRING (80.2433537 12.9861029, 80.2433503 12.9862317)",9,,NBT,auto
229,905,902,1,13.75,1,1200,40,tertiary,5,"LINESTRING (80.2432537 12.9862254, 80.2432569 12.9861011)",9,,SBT,auto
230,905,903,1,6.84,1,1200,40,tertiary,5,"LINESTRING (80.2432537 12.9862254, 80.2431925 12.9862104)",9,,SBR,auto
231,1001,1003,1,3.8,2,1200,40,tertiary,5,"LINESTRING (80.2433636 12.9812968, 80.2433938 12.9812793)",10,,SBR,auto
232,1002,1000,1,9.43,1,1800,80,primary,3,"LINESTRING (80.2435404 12.9812645, 80.2434604 12.9812978)",10,,WBR,auto
233,1002,1003,1,15.99,2,1800,80,primary,3,"LINESTRING (80.2435404 12.9812645, 80.2433938 12.9812793)",10,,WBT,auto
234,1100,1102,1,14.07,1,1200,40,tertiary,5,"LINESTRING (80.2434598 12.9813494, 80.2434570 12.9814766)",11,,NBT,auto
235,1100,1105,1,8.78,1,1200,40,tertiary,5,"LINESTRING (80.2434598 12.9813494, 80.2435401 12.9813597)",11,,NBR,auto
236,1103,1101,1,13.93,1,1200,40,tertiary,5,"LINESTRING (80.2433602 12.9814744, 80.2433630 12.9813484)",11,,SBT,auto
237,1103,1105,1,23.27,1,1200,40,tertiary,5,"LINESTRING (80.2433602 12.9814744, 80.2435401 12.9813597)",11,,SBL,auto
238,1104,1101,1,3.86,1,1800,80,primary,3,"LINESTRING (80.2433928 12.9813674, 80.2433630 12.9813484)",11,,EBR,auto
239,1104,1102,1,13.94,1,1800,80,primary,3,"LINESTRING (80.2433928 12.9813674, 80.2434570 12.9814766)",11,,EBL,auto
240,1104,1105,1,16.0,1,1800,80,primary,3,"LINESTRING (80.2433928 12.9813674, 80.2435401 12.9813597)",11,,EBT,auto
241,1201,1203,1,15.93,1,1200,40,tertiary,5,"LINESTRING (80.2186486 12.9843456, 80.2185026 12.9843298)",12,,WBT,auto
242,1202,1200,1,16.06,1,1200,40,tertiary,5,"LINESTRING (80.2185090 12.9842669, 80.2186563 12.9842828)",12,,EBT,auto
243,1300,1302,1,20.18,1,1200,40,tertiary,5,"LINESTRING (80.2205270 12.9843627, 80.2207065 12.9843148)",13,,EBT,auto
244,1303,1301,1,19.97,1,1200,40,tertiary,5,"LINESTRING (80.2207228 12.9844084, 80.2205394 12.9844248)",13,,WBT,auto
245,1600,1603,1,22.31,1,1200,40,tertiary,5,"LINESTRING (80.2519725 12.9996448, 80.2519429 12.9994452)",16,,SBT,auto
246,1600,1604,1,24.45,1,1200,40,tertiary,5,"LINESTRING (80.2519725 12.9996448, 80.2521301 12.9994867)",16,,SBL,auto
247,1602,1601,1,25.23,1,1200,40,tertiary,5,"LINESTRING (80.2520358 12.9994186, 80.2520693 12.9996443)",16,,NBT,auto
248,1602,1604,1,12.7,1,1200,40,tertiary,5,"LINESTRING (80.2520358 12.9994186, 80.2521301 12.9994867)",16,,NBR,auto
249,1605,1601,1,9.69,1,1200,40,tertiary,5,"LINESTRING (80.2521318 12.9995817, 80.2520693 12.9996443)",16,,WBR,auto
250,1605,1603,1,25.45,1,1200,40,tertiary,5,"LINESTRING (80.2521318 12.9995817, 80.2519429 12.9994452)",16,,WBL,auto
251,1800,1802,1,15.57,1,1200,40,tertiary,5,"LINESTRING (80.2524565 12.9950610, 80.2523197 12.9950183)",18,,WBT,auto
252,1800,1805,1,20.79,1,1200,40,tertiary,5,"LINESTRING (80.2524565 12.9950610, 80.2523803 12.9948885)",18,,WBL,auto
253,1800,1806,1,8.24,1,1200,40,tertiary,5,"LINESTRING (80.2524565 12.9950610, 80.2524144 12.9951230)",18,,WBR,auto
254,1803,1801,1,16.38,1,1200,40,tertiary,5,"LINESTRING (80.2523357 12.9949570, 80.2524796 12.9950019)",18,,EBT,auto
255,1803,1805,1,8.99,1,1200,40,tertiary,5,"LINESTRING (80.2523357 12.9949570, 80.2523803 12.9948885)",18,,EBR,auto
256,1803,1806,1,20.25,1,1200,40,tertiary,5,"LINESTRING (80.2523357 12.9949570, 80.2524144 12.9951230)",18,,EBL,auto
257,1804,1801,1,9.9,1,1200,40,tertiary,5,"LINESTRING (80.2524740 12.9949125, 80.2524796 12.9950019)",18,,NBR,auto
258,1804,1802,1,20.42,1,1200,40,tertiary,5,"LINESTRING (80.2524740 12.9949125, 80.2523197 12.9950183)",18,,NBL,auto
259,1804,1806,1,24.16,1,1200,40,tertiary,5,"LINESTRING (80.2524740 12.9949125, 80.2524144 12.9951230)",18,,NBT,auto
260,1807,1801,1,20.07,1,1200,40,tertiary,5,"LINESTRING (80.2523215 12.9950961, 80.2524796 12.9950019)",18,,SBL,auto
261,1807,1802,1,8.61,1,1200,40,tertiary,5,"LINESTRING (80.2523215 12.9950961, 80.2523197 12.9950183)",18,,SBR,auto
262,1807,1805,1,23.83,1,1200,40,tertiary,5,"LINESTRING (80.2523215 12.9950961, 80.2523803 12.9948885)",18,,SBT,auto
263,1900,1902,1,20.09,1,1200,40,tertiary,5,"LINESTRING (80.2505137 12.9945669, 80.2503307 12.9945385)",19,,WBT,auto
264,1903,1901,1,20.07,1,1200,40,tertiary,5,"LINESTRING (80.2503542 12.9944464, 80.2505292 12.9945054)",19,,EBT,auto
265,2400,2402,1,9.58,2,1600,60,secondary,4,"LINESTRING (80.2549595 12.9836493, 80.2549107 12.9837215)",24,,NBR,auto
266,2403,2401,1,6.61,1,1600,60,secondary,4,"LINESTRING (80.2548632 12.9835468, 80.2548690 12.9836063)",24,,NBR,auto
267,2403,2402,1,20.0,1,1600,60,secondary,4,"LINESTRING (80.2548632 12.9835468, 80.2549107 12.9837215)",24,,NBT,auto
268,2501,2500,1,29.53,3,1800,40,primary,3,"LINESTRING (80.2425852 13.0065882, 80.2428390 13.0066849)",25,,EBT,auto
269,2503,2500,1,7.55,1,1800,80,primary,3,"LINESTRING (80.2428390 13.0066167, 80.2428390 13.0066849)",25,,WBR,auto
270,2503,2502,1,29.51,2,1800,80,primary,3,"LINESTRING (80.2428390 13.0066167, 80.2425860 13.0067148)",25,,WBT,auto
271,2700,2701,1,16.0,1,1800,80,primary,3,"LINESTRING (80.2400863 13.0069570, 80.2402311 13.0069293)",27,,EBT,auto
272,2700,2703,1,18.02,2,1800,80,primary,3,"LINESTRING (80.2400863 13.0069570, 80.2402292 13.0070401)",27,,EBL,auto
273,2702,2701,1,7.93,1,1600,60,secondary,4,"LINESTRING (80.2402109 13.0068605, 80.2402311 13.0069293)",27,,NBR,auto
274,2702,2703,1,19.97,1,1600,60,secondary,4,"LINESTRING (80.2402109 13.0068605, 80.2402292 13.0070401)",27,,NBT,auto
275,2801,2803,1,25.9,2,1200,40,tertiary,5,"LINESTRING (80.2307602 12.9839459, 80.2308758 12.9837410)",28,,SBT,auto
276,2802,2800,1,14.68,2,1200,40,tertiary,5,"LINESTRING (80.2309224 12.9838242, 80.2308569 12.9839403)",28,,NBT,auto
