name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2,activity_zone_id,production,attraction
,4138,355989865.0,,yes,,,,"POLYGON ((80.2538246 13.0010146, 80.2538246 13.0008752, 80.2537468 13.0008752, 80.2537468 13.0010146, 80.2538246 13.0010146))",POINT (80.25378569999999 13.0009449),130.1,1399.9,16,1.4003847430399998,1.4003847430399998
,4139,355989871.0,,yes,,,,"POLYGON ((80.2505355 13.0016079, 80.2505355 13.0014832, 80.25040629999999 13.0014832, 80.25040629999999 13.0016079, 80.2505355 13.0016079))",POINT (80.2504709 13.0015456),193.2,2079.7,16,2.0795874892799997,2.0795874892799997
,4140,355989872.0,,yes,,,,"POLYGON ((80.2526735 12.9969164, 80.25280890000001 12.9969529, 80.2528425 12.9968347, 80.2527072 12.9967982, 80.2526735 12.9969164))",POINT (80.252758 12.9968756),206.6,2223.7,24,2.22382388864,2.22382388864
,4141,355989873.0,,yes,,,,"POLYGON ((80.25302790000001 12.9993153, 80.2530154 12.9991784, 80.2529399 12.999185, 80.2529524 12.9993218, 80.25302790000001 12.9993153))",POINT (80.2529839 12.9992501),124.9,1344.3,24,1.34441240896,1.34441240896
,4142,355989875.0,,yes,,,,"POLYGON ((80.2502483 13.0032908, 80.2502586 13.0031172, 80.25014400000001 13.0031108, 80.25013370000001 13.0032843, 80.2502483 13.0032908))",POINT (80.2501962 13.0032008),239.3,2575.8,16,2.5758037587200002,2.5758037587200002
,4143,355989877.0,,yes,,,,"POLYGON ((80.25450739999999 13.0011962, 80.25462539999999 13.0011937, 80.2546226 13.001071, 80.2545046 13.0010736, 80.25450739999999 13.0011962))",POINT (80.254565 13.0011336),173.6,1869.1,16,1.86861484544,1.86861484544
,4144,355989883.0,,yes,,,,"POLYGON ((80.2515685 13.0005788, 80.2515676 13.0004188, 80.2514613 13.0004194, 80.25146220000001 13.0005793, 80.2515685 13.0005788))",POINT (80.2515149 13.0004991),203.9,2194.8,16,2.1947613305600004,2.1947613305600004
,4145,355989885.0,,yes,,,,"POLYGON ((80.2491835 13.003269, 80.2491881 13.0031218, 80.24909820000001 13.0031191, 80.2490935 13.0032662, 80.2491835 13.003269))",POINT (80.24914080000001 13.003194),158.9,1710.2,15,1.7103853625600003,1.7103853625600003
,4146,355989889.0,,yes,,,,"POLYGON ((80.2491552 13.0021927, 80.2492565 13.0021969, 80.24926309999999 13.0020461, 80.2491617 13.0020419, 80.2491552 13.0021927))",POINT (80.2492091 13.0021194),183.6,1976.4,15,1.97625394944,1.97625394944
,4147,355989890.0,,yes,,,,"POLYGON ((80.2545891 12.9990252, 80.2547047 12.9990312, 80.2547126 12.9988847, 80.254597 12.9988788, 80.2545891 12.9990252))",POINT (80.2546509 12.998955),203.6,2191.4,24,2.19153215744,2.19153215744
,4148,355989891.0,,yes,,,,"POLYGON ((80.2497886 13.0002642, 80.2497793 13.000119, 80.24967650000001 13.0001252, 80.2496857 13.0002704, 80.2497886 13.0002642))",POINT (80.24973249999999 13.0001947),179.8,1935.1,15,1.9353510899200004,1.9353510899200004
,4149,355989895.0,,yes,,,,"POLYGON ((80.2527372 12.9980393, 80.2528545 12.9981122, 80.2529713 12.998019, 80.252871 12.9979219, 80.2528322 12.9979114, 80.2527735 12.9979153, 80.2527372 12.9980393))",POINT (80.25284329999999 12.9980065),343.6,3699.0,24,3.6984796134400004,3.6984796134400004
,4150,355989903.0,,yes,,,,"POLYGON ((80.25287179999999 12.9978733, 80.2529054 12.9977688, 80.25286989999999 12.997758, 80.25286130000001 12.9977847, 80.2527341 12.9977459, 80.2527171 12.9977989, 80.25282799999999 12.9978327, 80.25282 12.9978575, 80.25287179999999 12.9978733))",POINT (80.25281870000001 12.997802),142.9,1538.0,24,1.5381627961600002,1.5381627961600002
,4151,355996416.0,,yes,,,,"POLYGON ((80.21733140000001 12.9811782, 80.2173866 12.9811794, 80.2173897 12.9810368, 80.21733450000001 12.9810357, 80.21733140000001 12.9811782))",POINT (80.21736060000001 12.9811075),94.4,1016.3,41,1.01611314176,1.01611314176
,4152,355996460.0,,yes,,,,"POLYGON ((80.21740610000001 12.9811917, 80.2174938 12.9811903, 80.2174912 12.981041, 80.2174036 12.9810424, 80.21740610000001 12.9811917))",POINT (80.21744870000001 12.9811164),157.0,1689.8,41,1.6899339328,1.6899339328
,4153,356005566.0,,yes,,,,"POLYGON ((80.220314 12.9817129, 80.22037520000001 12.9817159, 80.2203823 12.9815801, 80.22032110000001 12.9815771, 80.220314 12.9817129))",POINT (80.2203481 12.9816465),99.9,1075.6,42,1.07531464896,1.07531464896
,4154,356005577.0,,yes,,,,"POLYGON ((80.22028469999999 12.9815468, 80.22039479999999 12.9815503, 80.2203973 12.9814752, 80.2202872 12.9814717, 80.22028469999999 12.9815468))",POINT (80.220341 12.981511),99.3,1068.5,42,1.06885630272,1.06885630272
,4155,356005585.0,,yes,,,,"POLYGON ((80.2175848 12.9862726, 80.21775770000001 12.9862094, 80.21771750000001 12.986105, 80.2175446 12.9861682, 80.2175848 12.9862726))",POINT (80.2176511 12.9861888),246.9,2658.1,33,2.6576094777600003,2.6576094777600003
,4156,356005593.0,,yes,,,,"POLYGON ((80.2175316 12.985947, 80.2176 12.985922, 80.2175524 12.9857984, 80.217484 12.9858234, 80.2175316 12.985947))",POINT (80.21754199999999 12.9858727),115.7,1245.0,33,1.2453844332800001,1.2453844332800001
,4157,356005594.0,,yes,,,,"POLYGON ((80.22020070000001 12.981338, 80.2203224 12.9813406, 80.2203239 12.9812719, 80.2202023 12.9812693, 80.22020070000001 12.981338))",POINT (80.2202623 12.981305),100.3,1079.4,42,1.0796202131200001,1.0796202131200001
,4158,356005596.0,,yes,,,,"POLYGON ((80.2204019 12.9816921, 80.22049869999999 12.9816921, 80.22049869999999 12.9815952, 80.2204019 12.9815952, 80.2204019 12.9816921))",POINT (80.2204503 12.9816437),112.5,1210.9,42,1.21093992,1.21093992
,4159,356005599.0,,yes,,,,"POLYGON ((80.2204055 12.9815676, 80.2205333 12.9815754, 80.2205392 12.9814833, 80.2204114 12.9814755, 80.2204055 12.9815676))",POINT (80.2204723 12.9815254),141.7,1525.4,42,1.52524610368,1.52524610368
,4160,356005600.0,,yes,,,,"POLYGON ((80.2174847 12.9861561, 80.2176791 12.986085, 80.21763110000001 12.9859604, 80.21743669999999 12.9860315, 80.2174847 12.9861561))",POINT (80.2175579 12.9860582),331.4,3567.4,33,3.5671599065599997,3.5671599065599997
,4161,356005610.0,,yes,,,,"POLYGON ((80.22019659999999 12.9815806, 80.22019950000001 12.9817103, 80.22027780000001 12.9817086, 80.22027420000001 12.9815503, 80.2202289 12.9815513, 80.22022680000001 12.9814772, 80.2201309 12.9814798, 80.2201338 12.9815823, 80.22019659999999 12.9815806))",POINT (80.2202118 12.9815867),255.3,2748.5,42,2.7480263251200006,2.7480263251200006
,4162,356014369.0,,yes,,,,"POLYGON ((80.25303529999999 13.0010286, 80.25304180000001 13.0009023, 80.2529739 13.0008989, 80.2529674 13.0010252, 80.25303529999999 13.0010286))",POINT (80.2530046 13.0009637),103.1,1109.8,16,1.10975916224,1.10975916224
,4163,356014370.0,,yes,,,,"POLYGON ((80.25356189999999 12.9944995, 80.2536571 12.9944998, 80.2536575 12.9943697, 80.2535622 12.9943695, 80.25356189999999 12.9944995))",POINT (80.2536097 12.9944346),148.6,1599.0,32,1.59951708544,1.59951708544
,4164,356014371.0,,yes,,,,"POLYGON ((80.2510142 12.9962309, 80.2510645 12.9960682, 80.250968 12.9960399, 80.2509177 12.9962025, 80.2510142 12.9962309))",POINT (80.25099109999999 12.9961354),205.3,2210.1,24,2.20983080512,2.20983080512
,4165,356014372.0,,yes,,,,"POLYGON ((80.25261140000001 12.9859206, 80.2528191 12.985938, 80.2528236 12.9858863, 80.2526159 12.9858689, 80.25261140000001 12.9859206))",POINT (80.2527175 12.9859035),129.7,1396.3,40,1.39607917888,1.39607917888
,4166,356014375.0,,yes,,,,"POLYGON ((80.251015 12.9981644, 80.2511222 12.9981967, 80.2511614 12.9980731, 80.2510541 12.9980408, 80.251015 12.9981644))",POINT (80.2510882 12.9981187),174.1,1874.4,24,1.8739968006399998,1.8739968006399998
,4167,356014376.0,,yes,,,,"POLYGON ((80.2498143 12.9999563, 80.24989100000001 12.9999605, 80.2498971 12.9998565, 80.2498203 12.9998522, 80.2498143 12.9999563))",POINT (80.2498557 12.9999064),96.1,1034.1,23,1.0344117894399998,1.0344117894399998
,4168,356014379.0,,yes,,,,"POLYGON ((80.2534679 12.9828043, 80.2536185 12.9828102, 80.2536204 12.9827655, 80.2534698 12.9827596, 80.2534679 12.9828043))",POINT (80.2535441 12.9827849),80.9,870.5,48,0.87080035136,0.87080035136
,4169,356014380.0,,yes,,,,"POLYGON ((80.2522092 13.0010812, 80.2522017 13.000885, 80.2520892 13.0008891, 80.2520967 13.0010853, 80.2522092 13.0010812))",POINT (80.25214920000001 13.0009851),265.1,2853.1,16,2.8535126470400005,2.8535126470400005
,4170,356014381.0,,yes,,,,"POLYGON ((80.251079 13.001211, 80.2510776 13.0010915, 80.2509688 13.0010927, 80.2509701 13.0012121, 80.251079 13.001211))",POINT (80.25102390000001 13.0011518),155.9,1678.5,16,1.6780936313600001,1.6780936313600001
,4171,356014382.0,,yes,,,,"POLYGON ((80.2506051 12.9940457, 80.2507645 12.9940779, 80.2507742 12.9940328, 80.2506147 12.9940005, 80.2506051 12.9940457))",POINT (80.2506896 12.9940392),90.1,969.5,32,0.96982832704,0.96982832704
,4172,356014384.0,,yes,,,,"POLYGON ((80.2546912 12.9950871, 80.25468840000001 12.9949681, 80.2545818 12.9949705, 80.2545846 12.9950895, 80.2546912 12.9950871))",POINT (80.2546365 12.9950288),152.2,1638.4,24,1.6382671628799998,1.6382671628799998
,4173,356014385.0,,yes,,,,"POLYGON ((80.2506997 12.993839, 80.2508354 12.9938681, 80.25084529999999 12.9938243, 80.25070959999999 12.9937953, 80.2506997 12.993839))",POINT (80.2507725 12.9938317),74.6,803.5,32,0.80298771584,0.80298771584
,4174,356014386.0,,yes,,,,"POLYGON ((80.249914 13.0010034, 80.2499186 13.0008871, 80.2498021 13.0008827, 80.2497975 13.0009989, 80.249914 13.0010034))",POINT (80.2498581 13.000943),162.7,1750.8,15,1.75128822208,1.75128822208
,4175,356014387.0,,yes,,,,"POLYGON ((80.2512273 12.9920403, 80.2513541 12.9920698, 80.25136639999999 12.9920197, 80.25123960000001 12.9919902, 80.2512273 12.9920403))",POINT (80.25129680000001 12.99203),80.5,866.9,32,0.8664947872000001,0.8664947872000001
,4176,356014389.0,,yes,,,,"POLYGON ((80.2502777 13.0010206, 80.25027369999999 13.0008761, 80.25012649999999 13.0008799, 80.2501304 13.0010244, 80.2502777 13.0010206))",POINT (80.2502021 13.0009503),255.3,2748.5,16,2.7480263251200006,2.7480263251200006
,4177,356014390.0,,yes,,,,"POLYGON ((80.25056720000001 12.9942228, 80.2505482 12.9943241, 80.2507044 12.9943518, 80.2507233 12.9942505, 80.25056720000001 12.9942228))",POINT (80.2506358 12.9942873),196.0,2109.6,32,2.1097264384,2.1097264384
,4178,356014391.0,,yes,,,,"POLYGON ((80.2526872 12.9860999, 80.25276770000001 12.9861127, 80.25277490000001 12.9860696, 80.2526945 12.9860567, 80.2526872 12.9860999))",POINT (80.25273110000001 12.9860847),42.7,460.1,40,0.45961897408,0.45961897408
,4179,356014392.0,,yes,,,,"POLYGON ((80.2538548 12.9953502, 80.2539471 12.9952699, 80.25386450000001 12.9951798, 80.2537722 12.9952601, 80.2538548 12.9953502))",POINT (80.25385970000001 12.995265),179.3,1929.7,24,1.9299691347200003,1.9299691347200003
,4180,356014393.0,,yes,,,,"POLYGON ((80.2533926 12.9831215, 80.2535419 12.9831485, 80.2535508 12.9831019, 80.2534015 12.9830749, 80.2533926 12.9831215))",POINT (80.25347170000001 12.9831117),86.3,929.2,48,0.9289254675199999,0.9289254675199999
,4181,356014394.0,,yes,,,,"POLYGON ((80.2476035 12.9936961, 80.2479526 12.9937047, 80.2479561 12.9935717, 80.247607 12.993563, 80.2476035 12.9936961))",POINT (80.2477798 12.9936339),557.4,5999.6,31,5.99980365696,5.99980365696
,4182,356014395.0,,yes,,,,"POLYGON ((80.2506582 12.9982216, 80.25071 12.9980599, 80.2506004 12.9980266, 80.2505486 12.9981883, 80.2506582 12.9982216))",POINT (80.2506293 12.9981241),233.2,2510.3,24,2.51014390528,2.51014390528
,4183,356014396.0,,yes,,,,"POLYGON ((80.2504175 13.0010315, 80.2504161 13.0008825, 80.2502975 13.0008835, 80.2502988 13.0010325, 80.2504175 13.0010315))",POINT (80.25035750000001 13.0009575),212.0,2282.2,16,2.2819490048000004,2.2819490048000004
,4184,356014399.0,,yes,,,,"POLYGON ((80.2535839 12.9947279, 80.25370770000001 12.9947343, 80.253716 12.9945798, 80.25359229999999 12.9945734, 80.2535839 12.9947279))",POINT (80.25364999999999 12.9946539),229.9,2474.9,32,2.4746230009600003,2.4746230009600003
,4185,356014400.0,,yes,,,,"POLYGON ((80.25061890000001 12.9983828, 80.25066750000001 12.9982307, 80.2505549 12.9981965, 80.2505062 12.9983486, 80.25061890000001 12.9983828))",POINT (80.2505869 12.9982897),225.4,2426.5,24,2.42618540416,2.42618540416
,4186,356014401.0,,yes,,,,"POLYGON ((80.2490949 13.0000317, 80.2492553 13.0000553, 80.24926360000001 13.0000018, 80.24910319999999 12.9999782, 80.2490949 13.0000317))",POINT (80.2491792 13.0000167),105.3,1133.0,15,1.1334397651199999,1.1334397651199999
,4187,356014404.0,,yes,,,,"POLYGON ((80.2526536 12.9857536, 80.25283159999999 12.9857684, 80.2528355 12.9857243, 80.2526574 12.9857096, 80.2526536 12.9857536))",POINT (80.2527446 12.985739),94.7,1019.8,40,1.01934231488,1.01934231488
,4188,356014405.0,,yes,,,,"POLYGON ((80.2518532 12.9986132, 80.2519968 12.9985505, 80.2519697 12.9984918, 80.2518261 12.9985545, 80.2518532 12.9986132))",POINT (80.25191150000001 12.9985525),121.5,1307.4,24,1.3078151136,1.3078151136
,4189,356014406.0,,yes,,,,"POLYGON ((80.2499854 12.9999781, 80.2499873 12.9997946, 80.2499052 12.9997938, 80.2499033 12.9999773, 80.2499854 12.9999781))",POINT (80.24994529999999 12.9998859),180.7,1944.9,23,1.94503860928,1.94503860928
,4190,356014407.0,,yes,,,,"POLYGON ((80.2509987 12.9928192, 80.25114000000001 12.9928521, 80.2511497 12.9928124, 80.2510084 12.9927794, 80.2509987 12.9928192))",POINT (80.25107420000001 12.9928158),71.2,766.3,32,0.7663904204800001,0.7663904204800001
,4191,356014408.0,,yes,,,,"POLYGON ((80.25089199999999 12.99617, 80.2509204 12.9960765, 80.2508332 12.9960514, 80.2508048 12.9961449, 80.25089199999999 12.99617))",POINT (80.2508626 12.9961107),106.3,1144.5,24,1.14420367552,1.14420367552
,4192,356014409.0,,yes,,,,"POLYGON ((80.2526345 12.985866, 80.2528441 12.9858814, 80.2528477 12.9858358, 80.252638 12.9858204, 80.2526345 12.985866))",POINT (80.25274109999999 12.9858509),115.3,1241.2,40,1.24107886912,1.24107886912
,4193,356014410.0,,yes,,,,"POLYGON ((80.2506583 12.9983452, 80.2507466 12.9983745, 80.2507825 12.9982719, 80.2506942 12.9982425, 80.2506583 12.9983452))",POINT (80.25072040000001 12.9983085),121.3,1306.0,24,1.30566233152,1.30566233152
,4194,356014411.0,,yes,,,,"POLYGON ((80.2497015 12.9999626, 80.2497047 12.9998768, 80.24963529999999 12.9998743, 80.2496321 12.9999601, 80.2497015 12.9999626))",POINT (80.2496684 12.9999184),71.5,769.7,23,0.7696195936,0.7696195936
,4195,356014412.0,,yes,,,,"POLYGON ((80.2503772 12.9992436, 80.250485 12.99927, 80.2505575 12.9989886, 80.2504497 12.9989622, 80.2503772 12.9992436))",POINT (80.2504673 12.9991161),386.7,4162.8,24,4.16240415168,4.16240415168
,4196,356014413.0,,yes,,,,"POLYGON ((80.2508692 12.9933764, 80.2509767 12.9933947, 80.2509845 12.9933514, 80.250877 12.9933331, 80.2508692 12.9933764))",POINT (80.2509268 12.9933639),57.5,619.3,32,0.618924848,0.618924848
,4197,356014414.0,,yes,,,,"POLYGON ((80.25179850000001 12.9947325, 80.2518295 12.9946065, 80.2517418 12.9945861, 80.25171090000001 12.9947121, 80.25179850000001 12.9947325))",POINT (80.2517702 12.9946593),140.0,1507.1,32,1.506947456,1.506947456
,4198,356014415.0,,yes,,,,"POLYGON ((80.2513242 13.001247, 80.2513216 13.0011397, 80.25116130000001 13.0011434, 80.251164 13.0012507, 80.2513242 13.001247))",POINT (80.2512428 13.0011952),206.3,2220.8,16,2.2205947155200003,2.2205947155200003
,4199,356014416.0,,yes,,,,"POLYGON ((80.25087360000001 12.9938167, 80.250889 12.9937218, 80.2507416 12.9936991, 80.2507262 12.993794, 80.25087360000001 12.9938167))",POINT (80.2508076 12.9937579),171.9,1850.8,32,1.85031619776,1.85031619776
,4200,356014418.0,,yes,,,,"POLYGON ((80.2527723 12.9853771, 80.252945 12.9854041, 80.2529517 12.9853638, 80.2527789 12.9853368, 80.2527723 12.9853771))",POINT (80.25286199999999 12.9853704),85.6,921.9,40,0.92139073024,0.92139073024
,4201,356014419.0,,yes,,,,"POLYGON ((80.25036009999999 12.9992513, 80.25042999999999 12.9989648, 80.25032349999999 12.9989401, 80.25025359999999 12.9992267, 80.25036009999999 12.9992513))",POINT (80.2503418 12.9990957),386.6,4161.7,24,4.161327760640001,4.161327760640001
,4202,356014420.0,,yes,,,,"POLYGON ((80.2527348 12.9949336, 80.25275550000001 12.9948492, 80.2525911 12.9948109, 80.2525704 12.9948953, 80.2527348 12.9949336))",POINT (80.252663 12.9948722),175.9,1893.4,32,1.89337183936,1.89337183936
,4203,356014422.0,,yes,,,,"POLYGON ((80.25253290000001 12.9863293, 80.2527492 12.9863575, 80.25275449999999 12.9863192, 80.2525382 12.9862909, 80.25253290000001 12.9863293))",POINT (80.25264369999999 12.9863242),101.3,1090.1,40,1.09038412352,1.09038412352
,4204,356014424.0,,yes,,,,"POLYGON ((80.2524805 13.0010685, 80.2524786 13.0009077, 80.2524051 13.0009085, 80.2524069 13.0010693, 80.2524805 13.0010685))",POINT (80.2524428 13.0009885),141.8,1526.8,16,1.52632249472,1.52632249472
,4205,356014425.0,,yes,,,,"POLYGON ((80.25372520000001 12.9952643, 80.25382329999999 12.9951781, 80.25374909999999 12.9950978, 80.253651 12.995184, 80.25372520000001 12.9952643))",POINT (80.2537371 12.995181),171.2,1842.5,24,1.84278146048,1.84278146048
,4206,356014426.0,,yes,,,,"POLYGON ((80.2508002 12.9935867, 80.2509333 12.9936037, 80.2509393 12.9935593, 80.2508062 12.9935424, 80.2508002 12.9935867))",POINT (80.2508698 12.993573),72.0,775.1,32,0.7750015488,0.7750015488
,4207,356014428.0,,yes,,,,"POLYGON ((80.2526586 13.0010494, 80.2526539 13.0009041, 80.25259 13.000906, 80.2525947 13.0010514, 80.2526586 13.0010494))",POINT (80.25262429999999 13.0009777),111.5,1200.1,16,1.2001760096,1.2001760096
,4208,356014431.0,,yes,,,,"POLYGON ((80.25063489999999 12.9939957, 80.2507888 12.9940302, 80.25080060000001 12.9939801, 80.2506468 12.9939455, 80.25063489999999 12.9939957))",POINT (80.2507177 12.9939879),97.4,1048.8,32,1.0484048729600002,1.0484048729600002
,4209,356014432.0,,yes,,,,"POLYGON ((80.25331079999999 12.9832125, 80.25348889999999 12.9832427, 80.2534965 12.9831997, 80.25331850000001 12.9831695, 80.25331079999999 12.9832125))",POINT (80.25340370000001 12.9832061),94.6,1018.2,48,1.0182659238399998,1.0182659238399998
,4210,356014433.0,,yes,,,,"POLYGON ((80.253137 13.0010567, 80.2531407 13.0008959, 80.2530581 13.0008941, 80.2530543 13.0010549, 80.253137 13.0010567))",POINT (80.2530975 13.0009754),159.5,1716.4,16,1.7168437088000001,1.7168437088000001
,4211,356014434.0,,yes,,,,"POLYGON ((80.25013130000001 13.0008439, 80.2501405 13.0006621, 80.2500296 13.0006568, 80.2500204 13.0008386, 80.25013130000001 13.0008439))",POINT (80.2500805 13.0007504),242.4,2608.8,16,2.60917188096,2.60917188096
,4212,356014435.0,,yes,,,,"POLYGON ((80.2512141 12.9920923, 80.25133959999999 12.9921215, 80.25134989999999 12.9920795, 80.2512244 12.9920502, 80.2512141 12.9920923))",POINT (80.251282 12.9920859),66.9,720.1,32,0.7201056057600002,0.7201056057600002
,4213,356014436.0,,yes,,,,"POLYGON ((80.2533047 12.9944785, 80.2533047 12.9943913, 80.25319090000001 12.9943913, 80.25319090000001 12.9944785, 80.2533047 12.9944785))",POINT (80.2532478 12.9944349),119.0,1281.0,32,1.2809053376,1.2809053376
,4214,356014437.0,,yes,,,,"POLYGON ((80.251896 12.9986973, 80.2520215 12.9986432, 80.2519858 12.9985647, 80.2518604 12.9986188, 80.251896 12.9986973))",POINT (80.25194089999999 12.998631),141.2,1520.1,24,1.5198641484799997,1.5198641484799997
,4215,356014438.0,,yes,,,,"POLYGON ((80.24999750000001 13.0000135, 80.25008889999999 13.0000139, 80.2500898 12.9998104, 80.2499985 12.99981, 80.24999750000001 13.0000135))",POINT (80.25004370000001 12.999912),222.9,2399.6,23,2.39927562816,2.39927562816
,4216,356014439.0,,yes,,,,"POLYGON ((80.2509884 12.9928769, 80.2511236 12.9929084, 80.2511343 12.9928646, 80.2509991 12.9928331, 80.2509884 12.9928769))",POINT (80.2510614 12.9928707),75.1,807.9,32,0.8083696710399999,0.8083696710399999
,4217,356014440.0,,yes,,,,"POLYGON ((80.2543392 12.9871565, 80.254535 12.9871202, 80.2545001 12.9869411, 80.25430420000001 12.9869774, 80.2543392 12.9871565))",POINT (80.25441960000001 12.9870488),435.9,4691.8,40,4.69198854336,4.69198854336
,4218,356014441.0,,yes,,,,"POLYGON ((80.2511104 12.9988376, 80.2511757 12.9986892, 80.25106529999999 12.9986431, 80.251 12.9987915, 80.2511104 12.9988376))",POINT (80.25108779999999 12.9987403),232.6,2503.4,24,2.50368555904,2.50368555904
,4219,356014442.0,,yes,,,,"POLYGON ((80.25128549999999 12.9918244, 80.2513991 12.9918509, 80.25140879999999 12.9918115, 80.25129509999999 12.9917851, 80.25128549999999 12.9918244))",POINT (80.2513472 12.991818),56.7,610.2,32,0.61031371968,0.61031371968
