mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,mvmt_txt_id,geometry,volume,free_speed,allowed_uses,generated_by_osm2gmns,notes
147,75,1183401926,,78,1,3,216,1,3,3,319489548,1676204892,thru,,,,WBT,"LINESTRING (80.2519252 12.9878844, 80.2517804 12.9878567)",930.0,,auto,1,volume set by default
148,76,1183401857,,139,1,3,79,1,3,3,310102870_312031374,1183401887,thru,,,,EBT,"LINESTRING (80.2476524 13.0067698, 80.2477991 13.0067592)",930.0,,auto,1,volume set by default
149,77,1183401887,,79,2,3,86,1,2,2,1183401857,249493615,thru,,,,EBT,"LINESTRING (80.2480012 13.0067605, 80.2481488 13.0067624)",620.0,,auto,1,volume set by default
150,78,1183401855,,80,1,2,89,1,2,2,1183401913,257439279,thru,,,,EBT,"LINESTRING (80.2535859 12.9819236, 80.2537297 12.9819560)",620.0,,auto,1,volume set by default
151,79,1183401894,,94,1,2,81,1,2,2,1183401807,1183430695,thru,,,,WBT,"LINESTRING (80.2533397 12.9817804, 80.2531949 12.9817529)",620.0,,auto,1,volume set by default
152,81,1183401849,,140,1,3,82,1,3,3,310535870_30268467_310102882,310535896,thru,,,,EBT,"LINESTRING (80.2517307 12.9879716, 80.2518748 12.9880028)",930.0,,auto,1,volume set by default
153,82,310535896,,82,1,3,97,1,3,3,1183401849,5458023327,thru,,,,EBT,"LINESTRING (80.2519992 12.9880317, 80.2521446 12.9880531)",930.0,,auto,1,volume set by default
154,83,1183401843,,83,1,3,90,1,3,3,1183401915,6816790401,thru,,,,WBT,"LINESTRING (80.2478095 13.0066630, 80.2476620 13.0066597)",930.0,,auto,1,volume set by default
155,84,1676204892,,216,3,3,84,3,3,1,1183401926,310535870_30268467_310102882,thru,,,,WBT,"LINESTRING (80.2517611 12.9878530, 80.2516151 12.9878361)",310.0,,auto,1,volume set by default
156,84,1676204892,,216,1,2,113,1,2,2,1183401926,1676204874,left,,,,WBL,"LINESTRING (80.2517611 12.9878530, 80.2516503 12.9877770)",210.0,,auto,1,volume set by default
157,86,249493615,,86,2,2,87,2,2,1,1183401887,243051703_312031412,thru,,,,EBT,"LINESTRING (80.2483064 13.0067657, 80.2484538 13.0067720)",310.0,,auto,1,volume set by default
158,86,249493615,,86,1,1,141,1,1,1,1183401887,249493598,left,,,,EBL,"LINESTRING (80.2483064 13.0067657, 80.2484074 13.0068345)",105.0,,auto,1,volume set by default
159,86,249493615,,142,1,2,87,1,2,2,249493598,243051703_312031412,left,,,,SBL,"LINESTRING (80.2484074 13.0068345, 80.2484538 13.0067720)",210.0,,auto,1,volume set by default
160,88,6816790401,,90,3,3,91,3,3,1,1183401843,310102870_312031374,thru,,,,WBT,"LINESTRING (80.2477356 13.0066639, 80.2475883 13.0066555)",310.0,,auto,1,volume set by default
161,88,6816790401,,90,1,2,196,1,2,2,1183401843,6816790398,left,,,,WBL,"LINESTRING (80.2477356 13.0066639, 80.2476040 13.0066149)",210.0,,auto,1,volume set by default
162,89,268789822,,93,1,3,99,1,3,3,6816790397,268789815,thru,,,,WBT,"LINESTRING (80.2462238 13.0066446, 80.2460762 13.0066431)",930.0,,auto,1,volume set by default
163,89,268789822,,136,1,3,99,1,3,3,243051061,268789815,left,,,,NBL,"LINESTRING (80.2462189 13.0066182, 80.2460762 13.0066431)",315.0,,auto,1,volume set by default
164,90,246867074,,165,1,1,95,1,1,1,330653536,6450947190,thru,,,,EBT,"LINESTRING (80.2432233 12.9863012, 80.2433709 12.9863017)",310.0,,auto,1,volume set by default
165,90,246867074,,165,2,2,167,2,2,1,330653536,1183430847,right,,,,EBR,"LINESTRING (80.2432233 12.9863012, 80.2433019 12.9862295)",110.0,,auto,1,volume set by default
166,90,246867074,,166,1,2,95,1,2,2,1183430847,6450947190,right,,,,NBR,"LINESTRING (80.2433019 12.9862295, 80.2433709 12.9863017)",220.0,,auto,1,volume set by default
167,91,6450947190,,95,1,1,96,1,1,1,246867074,319489540_1183430691_246866721,thru,,,,EBT,"LINESTRING (80.2498161 12.9862870, 80.2499637 12.9862864)",310.0,,auto,1,volume set by default
168,91,6450947190,,95,2,2,188,2,2,1,246867074,6450947189,right,,,,EBR,"LINESTRING (80.2498161 12.9862870, 80.2498879 12.9862144)",110.0,,auto,1,volume set by default
169,91,6450947190,,189,1,2,96,1,2,2,6450947189,319489540_1183430691_246866721,right,,,,NBR,"LINESTRING (80.2498879 12.9862144, 80.2499637 12.9862864)",220.0,,auto,1,volume set by default
170,92,5458023327,,97,1,3,179,1,3,3,310535896,319489524,thru,,,,EBT,"LINESTRING (80.2532593 12.9879701, 80.2534062 12.9879564)",930.0,,auto,1,volume set by default
171,94,313774904,,185,2,3,101,1,2,2,5562486548,1183401893,thru,,,,EBT,"LINESTRING (80.2498351 12.9943728, 80.2499793 12.9944032)",620.0,,auto,1,volume set by default
172,96,251296646,,104,2,3,154,1,2,2,1454664555_4113412285_338470503_1454664553,338461507,thru,,,,WBT,"LINESTRING (80.2401793 12.9812837, 80.2400319 12.9812782)",620.0,,auto,1,volume set by default
173,98,330653536,,108,1,2,165,1,2,2,7424295245,246867074,right,,,,NBR,"LINESTRING (80.2410945 12.9861558, 80.2411860 12.9862483)",220.0,,auto,1,volume set by default
174,98,330653536,,164,1,1,107,1,1,1,1183430847,7424295245,left,,,,WBL,"LINESTRING (80.2411903 12.9862211, 80.2410945 12.9861558)",105.0,,auto,1,volume set by default
175,98,330653536,,164,2,2,165,2,2,1,1183430847,246867074,right,,,,WBR,"LINESTRING (80.2411903 12.9862211, 80.2411860 12.9862483)",110.0,,auto,1,volume set by default
176,99,7424295245,,107,1,2,202,1,2,2,330653536,277911188,thru,,,,SBT,"LINESTRING (80.2406813 12.9854597, 80.2405825 12.9853521)",620.0,,auto,1,volume set by default
177,99,7424295245,,203,1,2,108,1,2,2,277911188,330653536,thru,,,,NBT,"LINESTRING (80.2405825 12.9853521, 80.2406813 12.9854597)",620.0,,auto,1,volume set by default
178,100,277911188,,110,1,2,203,1,2,2,277911182,7424295245,thru,,,,NBT,"LINESTRING (80.2396476 12.9822032, 80.2396018 12.9823108)",620.0,,auto,1,volume set by default
179,100,277911188,,202,1,2,109,1,2,2,7424295245,277911182,thru,,,,SBT,"LINESTRING (80.2396018 12.9823108, 80.2396476 12.9822032)",620.0,,auto,1,volume set by default
180,101,277911182,,109,2,2,111,2,2,1,277911188,338461507,thru,,,,SBT,"LINESTRING (80.2396588 12.9814141, 80.2396536 12.9812696)",310.0,,auto,1,volume set by default
181,101,277911182,,109,1,1,157,1,1,1,277911188,338466259,left,,,,SBL,"LINESTRING (80.2396588 12.9814141, 80.2397287 12.9813429)",105.0,,auto,1,volume set by default
182,101,277911182,,112,1,1,110,1,1,1,338461507,277911188,thru,,,,NBT,"LINESTRING (80.2396536 12.9812696, 80.2396588 12.9814141)",310.0,,auto,1,volume set by default
183,101,277911182,,112,2,2,157,2,2,1,338461507,338466259,right,,,,NBR,"LINESTRING (80.2396536 12.9812696, 80.2397287 12.9813429)",110.0,,auto,1,volume set by default
184,101,277911182,,156,1,1,110,1,1,1,338461708,277911188,left,,,,EBL,"LINESTRING (80.2395812 12.9813397, 80.2396588 12.9814141)",105.0,,auto,1,volume set by default
185,101,277911182,,156,2,2,111,2,2,1,338461708,338461507,right,,,,EBR,"LINESTRING (80.2395812 12.9813397, 80.2396536 12.9812696)",110.0,,auto,1,volume set by default
186,101,277911182,,156,2,2,157,2,2,1,338461708,338466259,thru,,,,EBT,"LINESTRING (80.2395812 12.9813397, 80.2397287 12.9813429)",310.0,,auto,1,volume set by default
187,102,338461507,,111,1,2,155,1,2,2,277911182,338466283,right,,,,SBR,"LINESTRING (80.2396548 12.9813352, 80.2395797 12.9812617)",220.0,,auto,1,volume set by default
188,102,338461507,,154,2,2,112,2,2,1,251296646,277911182,right,,,,WBR,"LINESTRING (80.2397273 12.9812636, 80.2396548 12.9813352)",110.0,,auto,1,volume set by default
189,102,338461507,,154,1,1,155,1,1,1,251296646,338466283,thru,,,,WBT,"LINESTRING (80.2397273 12.9812636, 80.2395797 12.9812617)",310.0,,auto,1,volume set by default
190,103,1676204874,,113,1,3,215,1,3,3,1676204892,319489540_1183430691_246866721,thru,,,,SBT,"LINESTRING (80.2516621 12.9872701, 80.2516412 12.9871370)",930.0,,auto,1,volume set by default
191,103,1676204874,,138,1,3,215,1,3,3,310535870_30268467_310102882,319489540_1183430691_246866721,thru,,,,SBT,"LINESTRING (80.2516042 12.9872770, 80.2516412 12.9871370)",930.0,,auto,1,volume set by default
192,104,1971877227,,144,2,3,114,1,2,2,268789820,2198054401,thru,,,,WBT,"LINESTRING (80.2368928 13.0074176, 80.2367480 13.0074454)",620.0,,auto,1,volume set by default
193,105,2198054401,,114,2,2,131,3,3,1,1971877227,30268464,right,,,,WBR,"LINESTRING (80.2284110 13.0091305, 80.2282803 13.0091913)",110.0,,auto,1,volume set by default
194,105,2198054401,,114,1,1,143,1,1,1,1971877227,269766499,thru,,,,WBT,"LINESTRING (80.2284110 13.0091305, 80.2282678 13.0091652)",310.0,,auto,1,volume set by default
195,106,9370418225,,115,1,1,208,1,1,1,338406694,338406760,thru,,,,NBT,"LINESTRING (80.2194332 12.9912726, 80.2194650 12.9914127)",310.0,,auto,1,volume set by default
196,106,9370418225,,115,2,2,213,2,2,1,338406694,7111954110,thru,,,,NBT,"LINESTRING (80.2194332 12.9912726, 80.2194839 12.9914085)",310.0,,auto,1,volume set by default
197,107,338406779,,209,1,2,116,1,2,2,2157511345,7111954111,thru,,,,SBT,"LINESTRING (80.2195259 12.9916855, 80.2195823 12.9916077)",620.0,,auto,1,volume set by default
198,108,7111954111,,116,1,2,117,1,2,2,338406779,7111954112,thru,,,,SBT,"LINESTRING (80.2195823 12.9916077, 80.2196433 12.9915333)",620.0,,auto,1,volume set by default
199,108,7111954111,,214,1,2,117,1,2,2,7111954110,7111954112,right,,,,EBR,"LINESTRING (80.2195395 12.9915431, 80.2196433 12.9915333)",220.0,,auto,1,volume set by default
200,109,7111954112,,117,1,1,198,1,1,1,7111954111,9368672356,thru,,,,SBT,"LINESTRING (80.2196146 12.9915675, 80.2197052 12.9914533)",310.0,,auto,1,volume set by default
201,109,7111954112,,117,2,2,199,3,3,1,7111954111,249112798,right,,,,SBR,"LINESTRING (80.2196146 12.9915675, 80.2196023 12.9914684)",110.0,,auto,1,volume set by default
202,110,2142536482,,118,1,2,119,1,2,2,9368672356,249112798,thru,,,,NBT,"LINESTRING (80.2196907 12.9913440, 80.2196000 12.9914580)",620.0,,auto,1,volume set by default
203,111,7111954110,,120,1,1,122,1,1,1,249112798,338406792,thru,,,,NBT,"LINESTRING (80.2195799 12.9914820, 80.2194938 12.9915991)",310.0,,auto,1,volume set by default
204,111,7111954110,,120,2,2,214,2,2,1,249112798,7111954111,right,,,,NBR,"LINESTRING (80.2195799 12.9914820, 80.2195899 12.9915839)",110.0,,auto,1,volume set by default
205,111,7111954110,,213,1,1,122,1,1,1,9370418225,338406792,left,,,,NBL,"LINESTRING (80.2195072 12.9914700, 80.2194938 12.9915991)",105.0,,auto,1,volume set by default
206,111,7111954110,,213,2,2,214,2,2,1,9370418225,7111954111,thru,,,,NBT,"LINESTRING (80.2195072 12.9914700, 80.2195899 12.9915839)",310.0,,auto,1,volume set by default
207,112,1184617250,,127,1,1,121,1,1,1,2157593527,366081887,thru,,,,NBT,"LINESTRING (80.2172303 12.9947147, 80.2171442 12.9948321)",310.0,,auto,1,volume set by default
208,114,338406792,,122,2,3,212,1,2,2,7111954110,338406760,thru,,,,NBT,"LINESTRING (80.2195282 12.9915454, 80.2194477 12.9916666)",620.0,,auto,1,volume set by default
209,116,300195704,,123,1,1,124,1,1,1,4314770660,365988855,thru,,,,NBT,"LINESTRING (80.2185166 13.0015153, 80.2186048 13.0016310)",310.0,,auto,1,volume set by default
210,116,300195704,,123,2,2,190,3,3,1,4314770660,366081876,right,,,,NBR,"LINESTRING (80.2185166 13.0015153, 80.2186176 13.0015339)",110.0,,auto,1,volume set by default
211,116,300195704,,191,1,2,124,1,2,2,366081876,365988855,right,,,,WBR,"LINESTRING (80.2186176 13.0015339, 80.2186048 13.0016310)",220.0,,auto,1,volume set by default
212,117,6444634790,,125,1,1,126,1,1,1,365988855,2241058339,thru,,,,NBT,"LINESTRING (80.2219187 13.0090412, 80.2219850 13.0091705)",310.0,,auto,1,volume set by default
213,117,6444634790,,125,2,2,186,3,3,1,365988855,6444634789,right,,,,NBR,"LINESTRING (80.2219187 13.0090412, 80.2220134 13.0090650)",110.0,,auto,1,volume set by default
214,117,6444634790,,187,1,2,126,1,2,2,6444634789,2241058339,right,,,,WBR,"LINESTRING (80.2220134 13.0090650, 80.2219850 13.0091705)",220.0,,auto,1,volume set by default
215,119,300312789,,128,1,1,152,1,1,1,277911466,277911472,thru,,,,WBT,"LINESTRING (80.2246559 12.9865275, 80.2245133 12.9865644)",310.0,,auto,1,volume set by default
216,119,300312789,,153,1,1,129,1,1,1,277911472,277911466,thru,,,,EBT,"LINESTRING (80.2245133 12.9865644, 80.2246559 12.9865275)",310.0,,auto,1,volume set by default
217,122,268789820,,200,2,2,132,2,2,1,2212827519,2212827520,right,,,,SBR,"LINESTRING (80.2402486 13.0068017, 80.2402095 13.0068140)",110.0,,auto,1,volume set by default
218,122,268789820,,200,1,1,144,1,1,1,2212827519,1971877227,right,,,,SBR,"LINESTRING (80.2402486 13.0068017, 80.2401351 13.0067560)",110.0,,auto,1,volume set by default
219,122,268789820,,219,3,3,132,2,2,1,268789818,2212827520,right,,,,WBR,"LINESTRING (80.2402798 13.0067277, 80.2402095 13.0068140)",110.0,,auto,1,volume set by default
220,122,268789820,,219,1,2,144,1,2,2,268789818,1971877227,thru,,,,WBT,"LINESTRING (80.2402798 13.0067277, 80.2401351 13.0067560)",620.0,,auto,1,volume set by default
221,124,5562486549,,134,1,2,135,1,2,2,310535870_30268467_310102882,243051061,thru,,,,NBT,"LINESTRING (80.2497227 12.9942732, 80.2496864 12.9944134)",620.0,,auto,1,volume set by default
222,124,5562486549,,134,3,3,184,3,3,1,310535870_30268467_310102882,5562486548,right,,,,NBR,"LINESTRING (80.2497227 12.9942732, 80.2497761 12.9943609)",110.0,,auto,1,volume set by default
223,127,1364815697,,160,1,2,145,1,2,2,251172939,338461488,thru,,,,EBT,"LINESTRING (80.2335665 12.9815583, 80.2336998 12.9814961)",620.0,,auto,1,volume set by default
224,128,338461488,,145,1,1,146,1,1,1,1364815697,338461708,thru,,,,EBT,"LINESTRING (80.2341328 12.9813125, 80.2342740 12.9812715)",310.0,,auto,1,volume set by default
225,128,338461488,,145,2,2,173,1,1,1,1364815697,338461524,right,,,,EBR,"LINESTRING (80.2341328 12.9813125, 80.2342069 12.9812527)",110.0,,auto,1,volume set by default
226,128,338461488,,172,1,1,146,1,1,1,338461524,338461708,right,,,,NBR,"LINESTRING (80.2342069 12.9812527, 80.2342740 12.9812715)",110.0,,auto,1,volume set by default
227,129,338461708,,146,1,2,156,1,2,2,338461488,277911182,thru,,,,EBT,"LINESTRING (80.2358551 12.9812319, 80.2360025 12.9812361)",620.0,,auto,1,volume set by default
228,130,268789818,,147,1,3,219,1,3,3,268789816,268789820,thru,,,,WBT,"LINESTRING (80.2414175 13.0065774, 80.2412702 13.0065807)",930.0,,auto,1,volume set by default
229,131,325207131,,149,1,2,151,1,2,2,325207106,249112805,thru,,,,WBT,"LINESTRING (80.2218981 12.9842045, 80.2217559 12.9842415)",620.0,,auto,1,volume set by default
230,131,325207131,,150,1,2,148,1,2,2,249112805,325207106,thru,,,,EBT,"LINESTRING (80.2217559 12.9842415, 80.2218981 12.9842045)",620.0,,auto,1,volume set by default
231,132,249112805,,151,1,2,176,1,2,2,325207131,4300667149,thru,,,,WBT,"LINESTRING (80.2213037 12.9842682, 80.2211576 12.9842874)",620.0,,auto,1,volume set by default
232,132,249112805,,175,1,2,150,1,2,2,4300667149,325207131,thru,,,,EBT,"LINESTRING (80.2211576 12.9842874, 80.2213037 12.9842682)",620.0,,auto,1,volume set by default
233,133,338461580,,174,1,2,158,1,2,2,338461524,4226494690,thru,,,,WBT,"LINESTRING (80.2337225 12.9814077, 80.2335881 12.9814672)",620.0,,auto,1,volume set by default
234,134,4226494690,,158,1,1,159,1,1,1,338461580,1641560828,thru,,,,WBT,"LINESTRING (80.2307692 12.9817062, 80.2306407 12.9816353)",310.0,,auto,1,volume set by default
235,134,4226494690,,158,2,2,163,3,3,1,338461580,251172944,right,,,,WBR,"LINESTRING (80.2307692 12.9817062, 80.2306664 12.9817348)",110.0,,auto,1,volume set by default
236,134,4226494690,,162,1,2,159,1,2,2,251172944,1641560828,right,,,,SBR,"LINESTRING (80.2306664 12.9817348, 80.2306407 12.9816353)",220.0,,auto,1,volume set by default
237,136,251172939,,161,2,2,160,2,2,1,251172944,1364815697,thru,,,,EBT,"LINESTRING (80.2321388 12.9820403, 80.2322850 12.9820228)",310.0,,auto,1,volume set by default
238,136,251172939,,161,1,1,168,1,1,1,251172944,277911463,left,,,,EBL,"LINESTRING (80.2321388 12.9820403, 80.2321753 12.9820979)",105.0,,auto,1,volume set by default
239,136,251172939,,169,1,2,160,1,2,2,277911463,1364815697,thru,,,,SBT,"LINESTRING (80.2321753 12.9820979, 80.2322850 12.9820228)",620.0,,auto,1,volume set by default
240,137,251172944,,163,1,2,161,1,2,2,4226494690,251172939,right,,,,NBR,"LINESTRING (80.2307014 12.9816766, 80.2307302 12.9817706)",220.0,,auto,1,volume set by default
241,140,2623043962,,178,1,1,194,1,1,1,4304449135,299878698,left,,,,WBL,"LINESTRING (80.2180580 12.9842541, 80.2179839 12.9841746)",105.0,,auto,1,volume set by default
242,140,2623043962,,193,1,1,177,1,1,1,4265654365,4304449135,left,,,,SBL,"LINESTRING (80.2179839 12.9843192, 80.2180580 12.9842541)",105.0,,auto,1,volume set by default
243,140,2623043962,,193,2,2,194,2,2,1,4265654365,299878698,thru,,,,SBT,"LINESTRING (80.2179839 12.9843192, 80.2179839 12.9841746)",310.0,,auto,1,volume set by default
244,142,6444634789,,186,1,2,180,1,2,2,6444634790,365988848,right,,,,EBR,"LINESTRING (80.2220020 13.0090726, 80.2220290 13.0089678)",220.0,,auto,1,volume set by default
245,143,366081876,,181,1,1,182,1,1,1,365988848,366081878,thru,,,,SBT,"LINESTRING (80.2186716 13.0015845, 80.2185820 13.0014700)",310.0,,auto,1,volume set by default
246,143,366081876,,181,2,2,191,3,3,1,365988848,300195704,right,,,,SBR,"LINESTRING (80.2186716 13.0015845, 80.2185625 13.0015720)",110.0,,auto,1,volume set by default
247,143,366081876,,190,1,2,182,1,2,2,300195704,366081878,right,,,,EBR,"LINESTRING (80.2185625 13.0015720, 80.2185820 13.0014700)",220.0,,auto,1,volume set by default
248,146,4265654365,,192,1,2,193,1,2,2,325207488,2623043962,thru,,,,SBT,"LINESTRING (80.2183391 12.9873585, 80.2183053 12.9872176)",620.0,,auto,1,volume set by default
249,151,319489540_1183430691_246866721,,215,1,1,210,1,1,1,1676204874,319489535,thru,,,,SBT,"LINESTRING (80.2517818 12.9865235, 80.2518161 12.9863828)",310.0,,auto,1,volume set by default
250,151,319489540_1183430691_246866721,,215,2,2,4,2,2,1,1676204874,6450947189,right,,,,SBR,"LINESTRING (80.2517818 12.9865235, 80.2516808 12.9862642)",110.0,,auto,1,volume set by default
251,151,319489540_1183430691_246866721,,215,3,3,217,3,3,1,1676204874,310535870_30268467_310102882,right,,,,SBR,"LINESTRING (80.2517818 12.9865235, 80.2517004 12.9864315)",110.0,,auto,1,volume set by default
252,151,319489540_1183430691_246866721,,76,3,3,210,3,3,1,246866725,319489535,right,,,,NBR,"LINESTRING (80.2517678 12.9862178, 80.2518161 12.9863828)",110.0,,auto,1,volume set by default
253,151,319489540_1183430691_246866721,,76,1,1,4,1,1,1,246866725,6450947189,left,,,,NBL,"LINESTRING (80.2517678 12.9862178, 80.2516808 12.9862642)",105.0,,auto,1,volume set by default
254,151,319489540_1183430691_246866721,,76,2,2,217,3,3,1,246866725,310535870_30268467_310102882,thru,,,,NBT,"LINESTRING (80.2517678 12.9862178, 80.2517004 12.9864315)",310.0,,auto,1,volume set by default
255,151,319489540_1183430691_246866721,,96,2,2,210,3,3,1,6450947190,319489535,right,,,,EBR,"LINESTRING (80.2516486 12.9863420, 80.2518161 12.9863828)",110.0,,auto,1,volume set by default
256,151,319489540_1183430691_246866721,,96,2,2,4,2,2,1,6450947190,6450947189,right,,,,EBR,"LINESTRING (80.2516486 12.9863420, 80.2516808 12.9862642)",110.0,,auto,1,volume set by default
257,151,319489540_1183430691_246866721,,96,1,1,217,1,1,1,6450947190,310535870_30268467_310102882,left,,,,EBL,"LINESTRING (80.2516486 12.9863420, 80.2517004 12.9864315)",105.0,,auto,1,volume set by default
258,152,243051703_312031412,,87,2,2,88,2,2,1,249493615,249493599,thru,,,,EBT,"LINESTRING (80.2515624 13.0068108, 80.2517065 13.0067800)",310.0,,auto,1,volume set by default
259,152,243051703_312031412,,87,2,2,14,2,2,1,249493615,257432748,right,,,,EBR,"LINESTRING (80.2515624 13.0068108, 80.2516886 13.0065868)",110.0,,auto,1,volume set by default
260,152,243051703_312031412,,87,1,1,42,1,1,1,249493615,1183401915,right,,,,EBR,"LINESTRING (80.2515624 13.0068108, 80.2516175 13.0066742)",110.0,,auto,1,volume set by default
261,152,243051703_312031412,,15,2,2,88,2,2,1,257432748,249493599,right,,,,NBR,"LINESTRING (80.2516886 13.0065868, 80.2517065 13.0067800)",110.0,,auto,1,volume set by default
262,152,243051703_312031412,,15,1,1,42,1,1,1,257432748,1183401915,left,,,,NBL,"LINESTRING (80.2516886 13.0065868, 80.2516175 13.0066742)",105.0,,auto,1,volume set by default
263,152,243051703_312031412,,41,3,3,88,2,2,1,249497656,249493599,right,,,,WBR,"LINESTRING (80.2517606 13.0066391, 80.2517065 13.0067800)",110.0,,auto,1,volume set by default
264,152,243051703_312031412,,41,1,1,14,1,1,1,249497656,257432748,left,,,,WBL,"LINESTRING (80.2517606 13.0066391, 80.2516886 13.0065868)",105.0,,auto,1,volume set by default
265,152,243051703_312031412,,41,2,2,42,3,3,1,249497656,1183401915,thru,,,,WBT,"LINESTRING (80.2517606 13.0066391, 80.2516175 13.0066742)",310.0,,auto,1,volume set by default
266,153,1454664555_4113412285_338470503_1454664553,,20,2,2,104,3,3,1,1454664551,251296646,left,,,,NBL,"LINESTRING (80.2431658 12.9812049, 80.2430877 12.9812815)",105.0,,auto,1,volume set by default
267,153,1454664555_4113412285_338470503_1454664553,,20,2,2,105,3,3,1,1454664551,338470506,right,,,,NBR,"LINESTRING (80.2431658 12.9812049, 80.2433390 12.9813686)",110.0,,auto,1,volume set by default
268,153,1454664555_4113412285_338470503_1454664553,,20,1,1,103,1,1,1,1454664551,1454664548,right,,,,NBR,"LINESTRING (80.2431658 12.9812049, 80.2432704 12.9812079)",110.0,,auto,1,volume set by default
269,153,1454664555_4113412285_338470503_1454664553,,59,1,1,104,1,1,1,338466259,251296646,right,,,,EBR,"LINESTRING (80.2430801 12.9813695, 80.2430877 12.9812815)",110.0,,auto,1,volume set by default
270,153,1454664555_4113412285_338470503_1454664553,,59,2,2,105,3,3,1,338466259,338470506,thru,,,,EBT,"LINESTRING (80.2430801 12.9813695, 80.2433390 12.9813686)",310.0,,auto,1,volume set by default
271,153,1454664555_4113412285_338470503_1454664553,,59,3,3,103,2,2,1,338466259,1454664548,right,,,,EBR,"LINESTRING (80.2430801 12.9813695, 80.2432704 12.9812079)",110.0,,auto,1,volume set by default
272,153,1454664555_4113412285_338470503_1454664553,,62,3,3,104,3,3,1,246866969,251296646,thru,,,,WBT,"LINESTRING (80.2433411 12.9812797, 80.2430877 12.9812815)",310.0,,auto,1,volume set by default
273,153,1454664555_4113412285_338470503_1454664553,,62,1,1,105,1,1,1,246866969,338470506,right,,,,WBR,"LINESTRING (80.2433411 12.9812797, 80.2433390 12.9813686)",110.0,,auto,1,volume set by default
274,153,1454664555_4113412285_338470503_1454664553,,62,2,2,103,2,2,1,246866969,1454664548,left,,,,WBL,"LINESTRING (80.2433411 12.9812797, 80.2432704 12.9812079)",105.0,,auto,1,volume set by default
275,154,310102870_312031374,,205,1,1,139,1,1,1,243051152,1183401857,thru,,,,EBT,"LINESTRING (80.2473906 13.0067701, 80.2475380 13.0067705)",310.0,,auto,1,volume set by default
276,154,310102870_312031374,,205,2,2,46,3,3,1,243051152,6816790398,right,,,,EBR,"LINESTRING (80.2473906 13.0067701, 80.2474531 13.0065754)",110.0,,auto,1,volume set by default
277,154,310102870_312031374,,205,3,3,92,3,3,1,243051152,6816790397,right,,,,EBR,"LINESTRING (80.2473906 13.0067701, 80.2473796 13.0066475)",110.0,,auto,1,volume set by default
278,154,310102870_312031374,,91,1,1,139,1,1,1,6816790401,1183401857,right,,,,WBR,"LINESTRING (80.2475270 13.0066519, 80.2475380 13.0067705)",110.0,,auto,1,volume set by default
279,154,310102870_312031374,,91,2,2,46,3,3,1,6816790401,6816790398,left,,,,WBL,"LINESTRING (80.2475270 13.0066519, 80.2474531 13.0065754)",105.0,,auto,1,volume set by default
280,154,310102870_312031374,,91,3,3,92,3,3,1,6816790401,6816790397,thru,,,,WBT,"LINESTRING (80.2475270 13.0066519, 80.2473796 13.0066475)",310.0,,auto,1,volume set by default
281,155,310535870_30268467_310102882,,48,2,2,140,3,3,1,5562486548,1183401849,left,,,,SBL,"LINESTRING (80.2514010 12.9879891, 80.2514915 12.9879301)",105.0,,auto,1,volume set by default
282,155,310535870_30268467_310102882,,48,1,1,134,1,1,1,5562486548,5562486549,right,,,,SBR,"LINESTRING (80.2514010 12.9879891, 80.2513067 12.9879115)",110.0,,auto,1,volume set by default
283,155,310535870_30268467_310102882,,48,3,3,138,3,3,1,5562486548,1676204874,thru,,,,SBT,"LINESTRING (80.2514010 12.9879891, 80.2514590 12.9877604)",310.0,,auto,1,volume set by default
284,155,310535870_30268467_310102882,,217,2,2,140,3,3,1,319489540_1183430691_246866721,1183401849,right,,,,NBR,"LINESTRING (80.2513423 12.9877711, 80.2514915 12.9879301)",110.0,,auto,1,volume set by default
285,155,310535870_30268467_310102882,,217,1,1,134,1,1,1,319489540_1183430691_246866721,5562486549,thru,,,,NBT,"LINESTRING (80.2513423 12.9877711, 80.2513067 12.9879115)",310.0,,auto,1,volume set by default
286,155,310535870_30268467_310102882,,217,3,3,138,3,3,1,319489540_1183430691_246866721,1676204874,right,,,,NBR,"LINESTRING (80.2513423 12.9877711, 80.2514590 12.9877604)",110.0,,auto,1,volume set by default
287,155,310535870_30268467_310102882,,84,3,3,140,3,3,1,1676204892,1183401849,right,,,,WBR,"LINESTRING (80.2515119 12.9878324, 80.2514915 12.9879301)",110.0,,auto,1,volume set by default
288,155,310535870_30268467_310102882,,84,2,2,134,3,3,1,1676204892,5562486549,right,,,,WBR,"LINESTRING (80.2515119 12.9878324, 80.2513067 12.9879115)",110.0,,auto,1,volume set by default
289,155,310535870_30268467_310102882,,84,1,1,138,1,1,1,1676204892,1676204874,left,,,,WBL,"LINESTRING (80.2515119 12.9878324, 80.2514590 12.9877604)",105.0,,auto,1,volume set by default
